id_post,user,Description,Likes
BzdOuu_hGnG,ayaca9631,one or more people and closeup,62
BzdOupaiATn,viafontane5,people standing,30
BzdOuZzhPq9,salimjk_photography,one or more people and closeup,9
BzdOtzphc9k,bass_91,one or more people and closeup,41
BzdOrdPCEYj,bastekdee,one or more people and people sitting,153
BzdOjZJlldz,benbenitaaa,"one or more people, people standing and outdoor",12
BzdOiyFBmyA,lia.tour,text,7
BzdOdXCC0Ng,isvishchev,"sky, ocean, cloud, outdoor, water and nature",800
BzdAbWLgxB8,_.deepak07,one or more people,95
BzTDkUkhQH5,___h__9,"one or more people, people standing, shoes and outdoor",5
BzM0y6Mlxl3,88.03.12,indoor,25
ByBtCjRhAtC,katrina_ludmila_li,"one or more people, ocean, sky, cloud, outdoor, nature and water",181
Bi9G30DnTM5,amanjat444,"1 person, standing",1183
BzdOva-lxw5,mens_fashionss,one or more people and people standing,34
BzdOvRvBysk,sashay_gorgeous,"one or more people, people standing, shoes and outdoor",202
BzdOvDBHaSX,kid.tasty,"one or more people, child, closeup and outdoor",36
BzdOvF6HAFc,joe_wordsmith,"sky, cloud, tree, outdoor and nature",25
BzdOuz6ClM0,sayska_,one or more people and closeup,18
BzdOuuaB6Py,top_mumbai_models100,one or more people,114
BzdOuoVlYtJ,unikaitu,one or more people and people standing,18
BzdOuhahlIr,jeandieujuste.realtor,one or more people and closeup,15
BzdOs9rF0iQ,yourhealinghour,text,13
BzdOrL9n4xu,tualahjarno,one or more people and closeup,47
BzdOhiMHJ4M,courage__warrior,text,15
BzdNui_lQsO,boutiquelecharme,one or more people,82
Bzc4OTMCDMw,vivianatari95,one or more people and outdoor,35
Bzar-TCAv57,___000850,"one or more people, people standing and shoes",109
BzaaSbTDcSt,sublimasyonplaka,one or more people and indoor,4
ByXrNZmHbYD,sun_you_0502,one or more people,95
ByTxxo0h_1B,katrina_ludmila_li,"one or more people, people standing and outdoor",158
BxzVXbcod5r,celia_lfy,"sky, outdoor and nature",314
BzdOu86BSCH,emyburgermafra,food,7
BzdOu1AB8kv,photographyyy_life.1,"cloud, sky and outdoor",25
BzdOuugCyyq,jordangreco1,"ocean, sky, outdoor, water and nature",82
BzdOuxaF0YC,ricodatabase__,text,9
BzdOubxDluF,herroyalhighnessbooboo,cat,9
BzdOuYZjiTa,fermatastore,one or more people,54
BzdOuZnlSVP,agusdaisuke,"sky, bridge and outdoor",28
BzdOuZ9IZl2,lmvimmobilier,tree and outdoor,6
BzdOt-PogbQ,sado23rio,one or more people,35
BzdOttoBSJf,mp_top_model_007,"one or more people, people standing and pool",115
BzdOtoVnpaC,shiningmiy,sky and outdoor,34
BzdOtPJirNr,a.czamara,"one or more people, sky, grass, outdoor and nature",46
BzdOs6qnhOt,r__in.24k,one or more people and indoor,141
BzdOrzhFH_v,butterandblisslou,food,38
BzdOql8HIqY,lamarca_oficial,text,111
BzdOnV2l7us,rimi_63,one or more people and people standing,50
BzdOhODh-zq,yun_vely_00,one or more people and closeup,84
BzdOabhFu20,_ikumimatsumoto_,shoes,24
BzdNhyeJpw6,ayeong06,drink,47
BzctR9dhIQl,s._.ujeong,one or more people,37
Bzb96GHF9Rj,hubertwellsfotografia,flower and plant,62
Bzbl3PahdKw,hevelycastro,one or more people and people standing,115
BzYctfiDi-k,marisagpapazian,"people smiling, one or more people, night, closeup and indoor",104
BzN2iCTjrzB,safeears.live,"one or more people, sky and outdoor",21
ByzlZXvgZu2,afiv_dropnshop,one or more people and text,1
BxocHV4DCGq,aftab.ansari.007,1 person,150
BuT2jWQhJLD,robertopuma.it,"one or more people, shoes and indoor",649
BzdOuhwBUOO,anna_luyzacarvalho,"one or more people, closeup and outdoor",12
BzdOuVYBy50,ritik.jaan,outdoor,6
BzdOuZxFT_P,infomisiones,"one or more people, people sitting and food",7
BzdOuR-iB9m,planeta_rojiblanco,one or more people,27
BzdOuSMILeH,mynameismarcopiva,indoor,10
BzdOuKeHrFq,taufiq1001,"one or more people, people standing and outdoor",30
BzdOuDMFbqw,fz.riders,motorcycle and outdoor,641
BzdOuIpnOPb,zi._.0s2,outdoor,70
BzdOuBli4Si,danielasshots,"bird, outdoor, nature and water",24
BzdOtzeoynd,_katja_d._,"people smiling, one or more people, tree, sky, plant, outdoor, nature and closeup",24
BzdOtyHHfW9,thebarbers_hairsaloon,"one or more people, beard and indoor",11
BzdOtpoIMpQ,nestosmarble,sky and outdoor,39
BzdOtkqI1Hj,gotta_love_amsterdam_,bicycle and outdoor,286
BzdOth1F8zJ,re_taehwan,"one or more people, people standing, sky, cloud and outdoor",41
BzdOtUhHTT3,first.thought_,drawing,85
BzdOm4ih7RM,beautiful_food92,food,11
BzdOlzrl3l2,hinapix,"plant, shoes, flower, sky, outdoor and nature",414
BzdOgkmHnqS,hanakoukyoto,"plant, flower and nature",19
BzdOepBpElj,yumyumchaindia,food,138
BzdNw5mi96G,miljana.s.savic,"one or more people, people sitting and outdoor",386
BzdH6BXoiMo,diaserbanescu,dog,131
BzcXu5NAy2j,g__0._.n2,one or more people,87
BzYuNXCAFHY,tsymbalovanastya,one or more people and people standing,55
Bv_zohOn1h3,mmiamarita,"1 person, eyeglasses and closeup",135
BuGyUvWn2j8,suye_1221,"1 person, closeup",59
Bn6OxlhB5H3,victoriayu,"1 person, closeup",1903
BzdOt9xnxpv,luisagurisa,one or more people and people standing,19
BzdOtr0IJSS,raffaeleorlando85,one or more people and beard,38
BzdOtvBl-kA,theventurespark,"one or more people, eyeglasses and closeup",28
BzdOtqfH2tK,billy.simba_,dog,4
BzdOtlNILz7,ailime.97,"one or more people, sunglasses, selfie, outdoor and closeup",19
BzdOtZto3x1,moda_italia_abbigliamento,"one or more people, people standing and shorts",12
BzdOtXZB0WV,thesavvyt,one or more people and closeup,10
BzdOtYcihln,purple_hoholok_2038,"one or more people, selfie and closeup",20
BzdOtZWIJj_,lmvimmobilier,plant and outdoor,6
BzdOtSMIvtH,siyaamoda.hair,one or more people,15
BzdOtFEhTk1,gbmodafashion,"one or more people, people standing and shoes",57
BzdOs85iGBn,sebas1594,one or more people,65
BzdOqcSnWvj,1tabo,indoor and outdoor,10
BzdOp1blsHd,f1y_2u,"one or more people, selfie and closeup",19
BzdOp4VHIBs,tornadoughalli,food,131
BzdOhfYhwyy,smmmus,"one or more people, people standing, sky, child, tree, outdoor and nature",269
BzdOfywIBIs,karina_bashinska,"one or more people, people standing, shoes and child",62
BzdOTHKH2Ct,_her_solo_dancer_04,motorcycle and outdoor,57
BzdNSWxiE-t,oliver_diosi00,"one or more people, people on stage and outdoor",203
BzczX9tFWuo,amazingfacts59,"one or more people, beard and text",9
Bza0AmwlP5o,____penpen____,drink,264
BzaaX_HDTkc,sublimasyonplaka,screen and indoor,3
BzXnvA-Fey3,tae0__033,plant,148
BzM0YVjloim,88.03.12,"sky, cloud and outdoor",31
BzLR3uOBamY,itskeiserrano,night and outdoor,7
ByzlaR2g4qA,afiv_dropnshop,one or more people and text,2
BundLKID3Wu,robertopuma.it,"plant, tree, outdoor and nature",467
BkGa-hSnWeH,amanjat444,2 people,734
BzdOtQlBvPk,1takesports,one or more people,12
BzdOtGdouxC,la_arrabiata,one or more people,107
BzdOtGwIuYb,jjrdftv,"ocean, outdoor and water",20
BzdOtGQHElf,servedbynature,"cloud, sky, plant, tree, outdoor and nature",13
BzdOs_jnM_9,_raindoll_,"people sitting, shoes and indoor",9
BzdOs2jI_50,sarafiore__,one or more people and people standing,380
BzdOs5Pi516,salentonightevent,text,12
BzdOs6MnM8J,zumibase,one or more people and text,6
BzdOsoIlrxK,_positive_vibes_and_love_only_,text that says 'If you realised how powerful your thoughts are you'd never think a negative thought again.',5
BzdOshPH_jJ,m_.art._in,sky and outdoor,120
BzdOsK6Ivv8,xavierhenaut,"tree, sky and outdoor",8
BzdOrxdocKE,labottegadibecchi_14,"ocean, sky, outdoor, nature and water",13
BzdOrPOnIjF,konrado87,"one or more people, ocean, mountain, sky, outdoor, nature and water",24
BzdOlFqnNSA,mina__0215,one or more people and closeup,47
BzdOhp4lkW9,jjangah95,one or more people and indoor,15
BzdOZlBhaap,y___0015,outdoor,45
BzdNtcnpjXi,gooreum.__.un,outdoor,77
BzdJEc4F78M,minjae_4492,one or more people,46
BzcsqErHZ7D,seyi__ddeiii,people sitting and table,34
BzZHJDbgG5R,silver___rainn,"one or more people, people walking and outdoor",56
BzOBsXxIKPD,joanna_tur,one or more people,177
BzOBsXxIKPD,joanna_tur,one or more people,177
ByVMnjghdt7,wakawaka_gram,"one or more people, selfie and closeup",157
BwUb2cMFYaP,maramare0076,"1 person, smiling, selfie, closeup and indoor",49
BvvD_RplaGV,kimanh.le,indoor,21
BvNvqd4H80W,elisaetana_books,one or more people,210
BzdOsymH36G,bookshelfmillions,text,13
BzdOsvZlpnu,jeniffer_mamae_do_heitor,text,22
BzdOsuHFz8-,miiru_23,one or more people,44
BzdOswtBwho,bookedinparadise,"ocean, sky, cloud, tree, plant, mountain, outdoor, nature and water",7
BzdOsnqoE3v,_finallyartemisia_,"one or more people, people standing and outdoor",24
BzdOsoNlaVI,busy.tm,"one or more people, people standing, beach, hat, sky, outdoor and nature",9
BzdOsmmHJCb,itsme_divs,"table, tree and outdoor",39
BzdOspzBxrG,scottjohn324,text,24
BzdOshMFlwx,vivianeoliveira.bh,one or more people and closeup,10
BzdOskfl6Pp,sad__wolf_._,‎text that says '‎HE DIDN' ז' NEED STENCILS ANYMORE FOR HIS BODY ART ALL IT TOOK WAS COUNTS OF WHISKEY AND BLADES. STITCHED UP HEART‎'‎,9
BzdOsgtlbeR,thehouserestaurant91,"people sitting, table, food and indoor",55
BzdOsU3IJT5,mademoiselle_vk,text,21
BzdOsMrnWoe,ali_mangol,"one or more people, shoes and outdoor",29
BzdOsF7j12a,doodly_simran,"sky, outdoor and nature",11
BzdOr33C2TV,kalmar_sweden_pictures,"tree, house, plant, sky and outdoor",47
BzdOrqJIrF8,blondie_11592,one or more people and closeup,24
BzdOrezFVQ6,m.a.v.rasaei,"one or more people, child, closeup and outdoor",2101
BzdOqhMn-cM,_sarahhequestrian,"horse, sky and outdoor",42
BzdOoYglu-y,kiyafetvitrini,one or more people and people standing,11
BzczHeqorJF,marck_patrick,shoes and outdoor,17
BzcgmtehXmh,_tashinailzworld,one or more people,202
Bzb-AkZFxDW,hubertwellsfotografia,one or more people and indoor,155
BzaalrHDzXC,sublimasyonplaka,indoor,5
BzSafaUCKac,_martina_a_aaa,"one or more people, ocean, sky, outdoor, water and nature",85
By_oeUPgQnM,kappii7777,#followme #like4like #TFLers #liker #likes #l4l #likes4likes #photooftheday #love #likeforlike #likesforlikes #liketeam #likeback #likebackteam #instagood #likeall #likealways #liking #liked,306
By6XL3unIeO,pecorino_restaurant,"one or more people, people sitting, table and indoor",78
BzcgK1cIc4e,peggyhoe78,plant and outdoor,44
Bzavh_LFTdX,se__0_o,food,133
BzdOsQLFoGM,federica.bartolotta._,"one or more people, sunglasses and closeup",31
BzdOsLvlHxv,jaehwa_cho,"one or more people, people standing, phone and selfie",78
BzdOsFioxdx,yana.shultz,"one or more people, people standing, flower, plant, tree, outdoor and nature",13
BzdOsFABmgm,shon_mejia,"one or more people, people standing and outdoor",31
BzdOsAWong1,xwolfx69,food,9
BzdOsCgh8UN,santal_youth,"one or more people, people standing and shoes",24
BzdOr39odSP,vladislav_tursenin,"one or more people, people standing and outdoor",103
BzdOr8RIaI3,valdemorosport,one or more people and outdoor,24
BzdOr1LI9Cc,khifaclub,one or more people and text,6
BzdOr1_opAv,edemcherkassy,"one or more people, eyeglasses and indoor",16
BzdOqwchHC7,keishyaayu__,one or more people and closeup,8
BzdOqVjiPNT,_mood_ae,"one or more people, people sitting, shoes and outdoor",8
BzdOp8joNlg,guusta_mi,food,97
BzdOpBWlXFm,lasrutasdeunmagallanico,night and sky,10
BzdOoW9IkID,whiterabbittattooparlour,one or more people,52
BzdOmreh1kF,silvayarin,"cloud, sky, night and outdoor",46
BzdN2vRnc6l,morfeusgui,one or more people and people standing,3
BzV-7g_FXPq,s.akguney,"ocean, sky, twilight, tree, outdoor, nature and water",258
By6tF1rhc3U,katrina_ludmila_li,"one or more people, people sitting, ocean, sky, table, cloud, outdoor and water",107
ByDR8JyIofX,celia_lfy,outdoor and nature,316
BzdOr0yHwW5,business.tank,"text that says '""The effective leader recognizes that they are more dependent on their people than they are on them. Walk Softly."" BUSINESS TANK'",9
BzdOr10ILi0,lmvimmobilier,"plant, tree, outdoor and nature",5
BzdOr1BFWtK,mik.nguyen,one or more people,9
BzdOq-Pn_8_,pop_lovely_cat,outdoor,6
BzdOq6rDA1H,riona_kento,makeup,52
BzdOqApB3fd,miikopon,one or more people and people standing,81
BzdOnj3FO-Q,luka_nebec_lucky,one or more people,92
BzdOmhuoIxs,kanarskie_budni,"one or more people, mountain, outdoor and nature",72
BzdOjHsh8-e,balinmelekleri,cat,119
BzdOip8o7rj,jsphin_,"one or more people, phone, selfie and closeup",37
BzdOSBqlbMc,l._.uv_2,"one or more people, selfie and closeup",61
BzdOq-_IEvR,pietrocaffeterie,"one or more people, people standing, hat and closeup",894
BzdOo_ulefu,sean_mood,one or more people and people sitting,26
BzdOgkhh4oK,hyeninn__jeju,food,11
Bza8iWpIZxr,______selena__elena_helen_____,"one or more people, tree, outdoor and closeup",41
BzYN8Y2B8rs,imbeautyoficial,one or more people,16
BzUGIjfgZEx,kskportrait,"one or more people, people standing, sky, outdoor and nature",115
BzdOrr_H8y4,sof2004ia,"one or more people, sky, closeup and outdoor",16
BzdOrgLF6Ub,haru__ar,one or more people and closeup,199
BzdOrZgHn8E,arthurzouk,one or more people and closeup,121
BzdOrOrja4M,eumatheuszinhu,"one or more people, eyeglasses and closeup",8
BzdOrECnXUv,ginger_5thgen,car and outdoor,20
BzdOrCUCD-t,coqueshow_,"one or more people, people standing, shoes and outdoor",6
BzdOrASHa-t,mira.ami_ra,one or more people,293
BzdOq5vojrZ,valentinasanchezboutique,one or more people and people standing,19
BzdOq-yn3I3,alejandroaguilarphotography,one or more people and closeup,18
BzdOpfahI7e,beyondsurfacesolutions,indoor,13
BzdOpBLhjhb,lattice_hiroko,one or more people and closeup,60
BzdOnUmi34y,flughy93,one or more people,19
BzdOdOzhInu,afiv_dropnshop,one or more people and text,1
BzdOa2ijnpC,peacee.business,text,7
BzdMg5ljrI1,bless.oficiial,"one or more people, people standing and indoor",29
BzdGDeSBMzG,ladyblair.shop,one or more people and people standing,7
Bn_SqdohL7T,victoriayu,one or more people and closeup,1750
BzdOreJFpp1,narikomaya1965,text,16
BzdOrRuBxKE,hisham.elgana,text,14
BzdOrNFBjQr,_yoga.tama,"sky, tree and outdoor",19
BzdOq4NFU8J,quirkycarrotdesigns,one or more people,20
BzdOq_HBJBt,ng._.19,"one or more people, people standing, phone, selfie and indoor",91
BzdOq8vn5jP,k.phillips28,"car, outdoor and nature",133
BzdOqxsBhc-,lacomarca_rd,one or more people and people standing,19
BzdOqvbID5G,fabio.viggiani,"cloud, sky, mountain, outdoor and nature",20
BzdOplRFeoV,1218_ny,"one or more people, phone, selfie and indoor",38
BzdOoF0l4cM,itspreetsivia,one or more people and closeup,76
BzdOl3GHVJr,renat_ele,one or more people,23
BzdOT8KjcpM,sta.st,drink and indoor,25
BzdOAa8nTSG,scribblarry,drawing,12
BzdM4b2l6_x,hubertwellsfotografia,one or more people and wedding,117
BzbHZACBlGr,c_ilm_,one or more people and closeup,265
Bza2UECCXM8,giovanni07furla,food,11
BzQeWq7AYQa,purple_95z,one or more people and closeup,155
BzLa0RpgX5U,zuxxyn,"one or more people, selfie and closeup",66
BzLAEatF5zZ,tae0__033,one or more people and closeup,237
BzEVJ0FBb5L,katrina_ludmila_li,one or more people,92
Byc4ZjdhX7C,wakawaka_gram,one or more people and closeup,198
BzdOq2wl-47,madandhruv_fc_,"one or more people, people sitting, shoes and beard",13
BzdOqwOhbz7,shobhitmishra_updates,one or more people and closeup,38
BzdOqr8huzg,712albert,"one or more people, people standing and eyeglasses",19
BzdOqkPHObn,hasnainzubairi,"tree, outdoor and nature",86
BzdOqi7BGv0,pubudu_ushan,one or more people and beard,30
BzdOqg8lnkQ,lapakcostum.id,stripes,8
BzdOqf2nqFF,aficionadosalafotografia,"people riding bicycles, bicycle, outdoor and nature",19
BzdOqX_IMV7,ninarusin052,"one or more people, people standing, sky, ocean, tree, outdoor and nature",64
BzdOqBnlQyR,nisha_alif25,one or more people and closeup,27
BzdOp8GHvMt,taberna.store,one or more people and people standing,187
BzdOp4BD8lU,thefoodaholicgal,food,95
BzdOpypDKzm,meghamarora,"one or more people, people standing and shoes",64
BzdOotGn94b,elifsezginerrr,"one or more people, people standing, child and outdoor",171
BzdOoq3lK5y,zzzjyhzzz,"one or more people, people standing, shoes, basketball court and indoor",69
BzdOn5IhQnY,da_niiii__,one or more people,32
BzdOmMDH9b3,mvrivnnv.cry,one or more people,197
BzdOgWPHe03,mentoriaon,one or more people and text,29
BzdN8j1n1zK,rontambago,one or more people and closeup,31
BzdCxZfn70M,im_your_2yeon_,"one or more people, people sitting, drink and indoor",35
BzarqkWBuVP,______fkx,"one or more people, people standing and phone",3
BzR7qBLFzRd,yoo__oi_,"one or more people, selfie and closeup",90
BzOF_LXIkrg,joanna_tur,"one or more people, people standing, sunglasses and outdoor",168
By6ac2nnOlw,pecorino_restaurant,food and text,72
Bs6s3ANjgxd,michel_gavilan,"tree, sky, cloud, plant, outdoor, nature and water",1439
BnBP6PEh30V,theprince_cif,one or more people and outdoor,54
BzdOqQkhwAl,teyllorjeson,night and text,16
BzdOqK1nESH,im_authentic_brian,one or more people and people standing,28
BzdOqK1nESH,im_authentic_brian,one or more people and people standing,28
BzdOqJmllHD,kumikumi6518,cat,182
BzdOqGehRDN,miiina_ko,shoes,18
BzdOqEUlqkT,arraia_dagis,text,12
BzdOqBnHSgu,cazcicegii,"cloud, sky, outdoor, nature and water",291
BzdOp7YH8je,joseandderson,one or more people and closeup,182
BzdOp1eIiyw,showroom_olimp_shop,"one or more people, people standing and outdoor",19
BzdOpjGoEBO,rennacreative,one or more people and closeup,16
BzdOpmwCxR5,michina33,"plant, outdoor and indoor",16
BzdOpbznoby,weddingstories_by_pravin,outdoor,96
BzdOnWjInxv,tog_it,plant,51
BzdOmqmlT1B,antoine_benjamin_,"one or more people, people sitting, plant, tree, outdoor and nature",34
BzdOmZHlZh9,littlepeanut_joey,"one or more people, people sitting and laptop",33
BzdOl4tnWf9,westlife_boyband,one or more people,70
BzdOl14FpHL,onediscoffee,drink,130
BzdOdzShBC7,afiv_dropnshop,one or more people and text,4
BzdOcm_n5Ve,julesisahack,plant and indoor,15
BzdObWKl9PQ,nataliaglowacka_fotografia,"one or more people, outdoor and closeup",43
BzdOaa0n02P,m_n__06,one or more people and indoor,57
BzdLpYIBY_N,all_stories_world,indoor,5
BzdHKKrH5q3,akumana86,one or more people and closeup,135
BzdBUj9HXzM,depoisdev0ce,text,257
Bza89c8CjMr,flaviacito,"one or more people, sunglasses and closeup",53
ByQVco3oxqq,celia_lfy,plant and outdoor,242
BvhdROMnJ98,elisaetana_books,1 person,293
BzdOprDhKst,pramod_pandit_0,one or more people and people sitting,48
BzdOpr7BT1A,picslphotography,"one or more people, hat and outdoor",25
BzdOpwglN7Y,_annavacca,"one or more people, selfie and closeup",14
BzdOpl_F4To,gazozcuomer,drink,21
BzdOpZ-CAaq,dietista.mda,text,25
BzdOpWmFGxb,chunaaa.3,"one or more people, people standing and indoor",83
BzdOpMOI6G0,sergiogarciaguti,"one or more people, ocean, sky, mountain, outdoor, water and nature",317
BzdOpRnlw6f,please_follow_read_bio0000,"car, sky and outdoor",4
BzdOpHviEpi,retroponozky,"grass, outdoor and nature",40
BzdOpFwI2ET,raulhidalgo.r,"sky, basketball court, bridge, outdoor and water",25
BzdOpBuIVkT,moda_oks_shop,one or more people and phone,16
BzdOo0VI-4W,v_danicka,one or more people and closeup,13
BzdOo27IPYc,fabiomcbeal,"one or more people, dog and indoor",98
BzdOojsIFvE,__vasyusha__,outdoor,6
BzdOogUB-cM,phrases_of_life2019,text,8
BzdOoXqoqzF,irishayk__,one or more people and people standing,43
BzdOoO-hRPO,g.e.u.m.z,one or more people and people standing,48
BzdOnMghI88,words__addicted,"one or more people, people standing and text",22
BzdCZH7JU4v,__es15,one or more people,60
Bzcr8p7AUc-,doctoranywhere,food and indoor,13
BzbKLM9BBA5,c_ilm_,"one or more people, people on stage, people standing, night and outdoor",239
BzSbTmDhR75,pretty.saturn,outdoor,147
BvUKloVj_R4,robertopuma.it,"1 person, eyeglasses",443
BzdOpHzBLqN,dhiita_ayu,"sky, mountain, ocean, outdoor, nature and water",17
BzdOpFrDVtk,ttt_kkko,dog,110
BzdOo_MoL39,dkywve,"one or more people, people sitting, shoes and indoor",15
